side,expiration,strike,bid,openInterest,impliedVolatility,spot,timestamp
C,2025-10-21,665.0,7.13,2942,0.1430749755859375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,666.0,6.21,1438,0.13477427734375003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,667.0,5.32,2041,0.12647357910156248,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,668.0,4.43,2637,0.117196328125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,669.0,3.6,1592,0.10975011352539063,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,670.0,2.82,3885,0.10132734619140624,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,671.0,2.12,1507,0.09510182250976565,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,672.0,1.51,3906,0.088876298828125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,673.0,1.01,7662,0.08399353515625002,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,674.0,0.64,2715,0.0805756005859375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,675.0,0.38,4247,0.07813421875000001,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,676.0,0.21,1831,0.0763031823730469,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,677.0,0.1,2298,0.07398386962890627,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,678.0,0.06,6908,0.07666938964843752,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,679.0,0.03,1780,0.07813421875000001,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,680.0,0.02,4356,0.08301698242187502,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,681.0,0.01,2779,0.08594664062500001,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,682.0,0.01,1355,0.0937590625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,683.0,0.01,1348,0.10157148437499999,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,684.0,0.0,911,0.09961837890625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,685.0,0.0,2493,0.1054776953125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,686.0,0.0,123,0.1132901171875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,687.0,0.0,177,0.1211025390625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,688.0,0.0,349,0.12696185546875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,689.0,0.0,2282,0.132821171875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,690.0,0.0,1444,0.14063359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,691.0,0.0,21,0.148446015625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,692.0,0.0,151,0.15235222656250003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,693.0,0.0,963,0.1601646484375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,694.0,0.0,278,0.16797707031250003,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,695.0,0.0,818,0.17188328125000002,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,696.0,0.0,240,0.179695703125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,697.0,0.0,240,0.187508125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,700.0,0.0,2572,0.20703917968749996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,705.0,0.0,101,0.23828886718749998,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,710.0,0.0,258,0.26563234375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,715.0,0.0,132,0.29688203124999996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,720.0,0.0,265,0.32813171874999997,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,725.0,0.0,70,0.35938140625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,735.0,0.0,1,0.414068359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,740.0,0.0,1,0.445318046875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,745.0,0.0,4,0.4687553125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,750.0,0.0,4,0.500005,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,765.0,0.0,2,0.5468795312500001,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-21,770.0,0.0,2,0.57812921875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,500.0,0.0,1192,1.1875040625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,505.0,0.0,1173,1.15625421875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,510.0,0.0,1078,1.09375453125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,515.0,0.0,6190,1.0625046875000002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,520.0,0.0,341,1.0312548437500002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,525.0,0.0,485,0.98437515625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,530.0,0.0,687,0.9687503125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,535.0,0.0,567,0.937500625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,540.0,0.0,2860,0.8906260937499999,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,545.0,0.0,254,0.8437515624999999,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,550.0,0.0,287,0.8125018749999999,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,555.0,0.0,316,0.7812521875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,560.0,0.0,218,0.7500025,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,565.0,0.0,284,0.7187528125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,570.0,0.0,772,0.6875031250000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,575.0,0.0,431,0.6562534375000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,580.0,0.0,495,0.6093789062500001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,585.0,0.01,1061,0.64062859375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,590.0,0.01,1592,0.6015664843750002,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,595.0,0.01,865,0.5625043750000001,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,600.0,0.01,1424,0.5312546875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,601.0,0.01,607,0.523442265625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,602.0,0.01,93,0.51562984375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,603.0,0.01,424,0.507817421875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,604.0,0.01,366,0.500005,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,605.0,0.01,2574,0.507817421875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,606.0,0.02,441,0.5117236328125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,607.0,0.02,180,0.5039112109375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,608.0,0.02,581,0.507817421875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,609.0,0.02,106,0.500005,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,610.0,0.02,996,0.49219257812500006,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,611.0,0.02,424,0.48438015625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,612.0,0.02,367,0.476567734375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,613.0,0.02,697,0.4687553125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,614.0,0.02,44,0.46094289062500005,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,615.0,0.02,699,0.45313046875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,616.0,0.02,849,0.445318046875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,617.0,0.02,849,0.437505625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,618.0,0.02,1365,0.42969320312500003,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,619.0,0.03,736,0.437505625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,620.0,0.03,2191,0.42969320312500003,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,621.0,0.03,398,0.42188078125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,622.0,0.03,580,0.414068359375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,623.0,0.03,233,0.4062559375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,624.0,0.03,950,0.398443515625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,625.0,0.03,1664,0.39063109375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,626.0,0.03,1019,0.38281867187499996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,627.0,0.03,482,0.37500625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,628.0,0.03,1124,0.367193828125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,629.0,0.04,520,0.36914693359375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,630.0,0.04,4206,0.36133451171875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,631.0,0.04,414,0.35352208984374994,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,632.0,0.04,685,0.34570966796874997,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,633.0,0.04,1480,0.33789724609375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,634.0,0.04,331,0.33008482421874996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,635.0,0.05,3340,0.33008482421874996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,636.0,0.05,694,0.32129584960937496,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,637.0,0.05,527,0.313483427734375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,638.0,0.05,579,0.304694453125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,639.0,0.05,1945,0.29688203124999996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,640.0,0.06,2331,0.29492892578124996,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,641.0,0.06,2504,0.28711650390624993,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,642.0,0.06,1287,0.278327529296875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,643.0,0.07,1114,0.27539787109374997,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,644.0,0.07,854,0.266608896484375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,645.0,0.08,1487,0.26270268554687504,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,646.0,0.08,1011,0.25391371093750004,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,647.0,0.09,9065,0.24951922363281248,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,648.0,0.09,1839,0.24073024902343748,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,649.0,0.1,1423,0.23535920898437498,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,650.0,0.1,9507,0.22657023437499998,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,651.0,0.11,450,0.22071091796874998,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,652.0,0.12,1502,0.21436332519531248,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,653.0,0.13,855,0.20801573242187496,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,654.0,0.13,1185,0.198250205078125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,655.0,0.15,9078,0.19385571777343752,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,656.0,0.16,2731,0.1860432958984375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,657.0,0.17,1293,0.1782308740234375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,658.0,0.19,2141,0.17212741943359378,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,659.0,0.2,963,0.16358258300781253,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,660.0,0.23,3705,0.1577232666015625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,661.0,0.26,1355,0.15137567382812503,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,662.0,0.3,1615,0.14527221923828126,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,663.0,0.33,1268,0.13721565917968753,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,664.0,0.38,1653,0.13037979003906247,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,665.0,0.44,2661,0.12329978271484376,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,666.0,0.51,1335,0.11597563720703125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,667.0,0.62,448,0.11011632080078124,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,668.0,0.74,791,0.10303631347656249,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,669.0,0.9,549,0.09607837524414065,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,670.0,1.12,1235,0.08973078247070312,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,671.0,1.41,371,0.08338318969726566,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,672.0,1.8,390,0.07825628784179689,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,673.0,2.28,260,0.07203076416015625,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,674.0,2.89,153,0.06592730957031251,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,675.0,3.67,175,0.06324178955078125,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,676.0,4.47,23,0.04102521484375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,677.0,5.36,3,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,678.0,6.35,0,1.0000000000000003e-05,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,679.0,6.26,0,0.15552602294921875,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,680.0,7.0,1,0.20581848876953124,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,681.0,7.99,0,0.2205888488769531,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,682.0,9.04,1,0.2381667980957031,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,684.0,11.06,0,0.2683178637695312,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,685.0,12.03,1,0.2751537329101562,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,688.0,15.03,0,0.313483427734375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,690.0,17.37,0,0.33814138427734375,671.5189819335938,2025-10-20_15-26-55_ET
P,2025-10-21,700.0,27.36,1,0.45654840332031255,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,500.0,170.39,1,1.2753942480468747,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,550.0,120.4,2,0.9062509375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,565.0,105.41,1,0.8007832421875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,585.0,85.42,3,0.6826203613281252,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,590.0,80.43,1,0.637698935546875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,600.0,70.44,3,0.567387138671875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,605.0,65.42,2,0.526371923828125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,608.0,62.45,1,0.5131884619140624,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,610.0,60.44,10,0.7241238525390624,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,617.0,53.47,9,0.6567417138671876,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,620.0,50.44,1,0.6276892700195313,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,625.0,45.97,6,0.5842326733398437,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,626.0,44.49,1,0.5744671459960937,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,630.0,41.73,2,0.39942006835937505,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,635.0,36.83,15,0.37573866455078125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,636.0,35.83,3,0.367193828125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,638.0,33.83,49,0.3501041552734374,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,639.0,32.85,5,0.34448897705078124,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,640.0,31.86,6,0.33887379882812496,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,641.0,30.82,10,0.3227606787109374,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,643.0,28.87,13,0.31250687499999996,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,644.0,27.88,21,0.3064034204101562,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,645.0,26.85,4,0.29224340576171864,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,646.0,25.9,16,0.28613995117187496,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,647.0,24.86,160,0.27197993652343744,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,648.0,23.9,50,0.26563234375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,649.0,22.9,27,0.26050544189453123,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,650.0,21.9,104,0.249030947265625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,651.0,20.97,76,0.2500075,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,652.0,19.97,118,0.2417068017578125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,653.0,18.99,71,0.23413851806640623,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,654.0,17.98,123,0.22071091796874998,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,655.0,17.07,143,0.22046677978515622,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,656.0,16.09,418,0.2124102197265625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,657.0,15.12,399,0.2048419360351562,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,658.0,14.18,428,0.19873848144531248,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,659.0,13.2,777,0.1905598522949219,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,660.0,12.21,1200,0.17847501220703127,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,661.0,11.32,1433,0.176766044921875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,662.0,10.34,754,0.16553568847656253,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,663.0,9.46,1149,0.16101913208007812,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,664.0,8.53,1005,0.15375602111816405,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,665.0,7.69,1026,0.14954463745117189,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,666.0,6.82,1397,0.14270876831054688,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,667.0,5.98,1823,0.13636117553710939,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,668.0,5.16,1363,0.13062392822265623,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,669.0,4.38,1073,0.12427633544921876,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,670.0,3.65,2481,0.11841701904296875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,671.0,2.98,1511,0.1128018408203125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,672.0,2.35,1214,0.10767493896484376,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,673.0,1.81,1469,0.10291424438476562,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,674.0,1.33,969,0.0981535498046875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,675.0,0.94,2717,0.09400320068359375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,676.0,0.64,990,0.09070733520507812,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,677.0,0.42,1425,0.088876298828125,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,678.0,0.27,1800,0.08667905517578126,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,679.0,0.17,1189,0.08570250244140626,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,680.0,0.1,1785,0.08472594970703126,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,681.0,0.07,1398,0.08692319335937501,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,682.0,0.05,1848,0.0898528515625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,683.0,0.03,1215,0.090829404296875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,684.0,0.02,641,0.0937590625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,685.0,0.01,4005,0.09473561523437501,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,686.0,0.01,442,0.100594931640625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,687.0,0.01,1580,0.106454248046875,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,688.0,0.01,285,0.11231356445312499,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,689.0,0.01,234,0.118172880859375,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,690.0,0.0,409,0.11524322265625,671.5189819335938,2025-10-20_15-26-55_ET
C,2025-10-22,691.0,0.0,22,0.1211025390625,671.5189819335938,2025-10-20_15-26-55_ET
